page	claim	claim_label	tags	claim_source_domain	claim_source_url	date
https://www.factcheck.org/2018/01/no-evidence-demi-moore-quote/	No Evidence of Demi Moore Quote	false	['National', 'Celebrity', 'fake news', 'Demi Moore']			January 26, 2018
https://www.factcheck.org/2018/01/soros-didnt-pay-shutdown-votes/	Soros Didn’t Pay for Shutdown Votes	false	['National', 'fake news', 'George Soros']			January 25, 2018
https://www.factcheck.org/2018/01/out-with-the-old-dixie/	Out With the ‘Old Dixie’	false	['Florida', 'fake news', 'highways', 'Barack Obama', 'Donald Trump']			January 24, 2018
https://www.factcheck.org/2018/01/no-shutdown-shakedown/	No Shutdown Shakedown	false	['National', 'campaign contributions', 'fake news', 'government shutdown', 'Chuck Schumer', 'Paul Ryan']			January 23, 2018
https://www.factcheck.org/2018/01/fake-denzel-washington-story/	Fake Denzel Washington Story	false	['National', 'fake news', 'Barack Obama', 'Denzel Washington', 'Donald Trump']			January 19, 2018
https://www.factcheck.org/2018/01/oprahs-2013-quote-racism-context/	Oprah’s 2013 Quote on Racism, in Context	false	['National', 'presidential campaigns', 'Oprah Winfrey']			January 19, 2018
https://www.factcheck.org/2018/01/no-democratic-prostitute-ring-n-j/	No Democratic Prostitute Ring in N.J.	false	['New Jersey', 'fake news', 'Chris Christie']			January 17, 2018
https://www.factcheck.org/2018/01/bogus-claim-mosque-raid/	Bogus Claim on Mosque Raid	false	['Michigan', 'fake news', 'Islam']			January 12, 2018
https://www.factcheck.org/2018/01/freeman-didnt-say-lock/	Freeman Didn’t Say ‘Lock Her Up’	false	['National', '2016 elections', 'fake news', 'Hillary Clinton', 'Morgan Freeman']			January 11, 2018
https://www.factcheck.org/2018/01/bogus-black-lives-matter-stories-wont-die/	Bogus Black Lives Matter Stories Won’t Die	false	['National', 'black lives matter', 'fake news']			January 10, 2018
https://www.factcheck.org/2018/01/no-cash-no-corpses-made-mayor/	No Cash, No Corpses for Made-up Mayor	false	['Missouri', 'fake news']			January 4, 2018
https://www.factcheck.org/2018/01/muslims-arent-banned-government/	Muslims Aren’t Banned From Government	false	['National', 'Islam', 'sharia law', 'supreme court']			January 3, 2018
https://www.factcheck.org/2017/12/train-crash-claims-off-rails/	Train Crash Claims Are Off The Rails	false	[]			December 21, 2017
https://www.factcheck.org/2017/12/claims-alabama-voter-fraud/	More Claims of Alabama Voter Fraud	unverified	[]			December 19, 2017
https://www.factcheck.org/2017/12/phony-pelosi-harassment-story/	Phony Pelosi Harassment Story	false	[]			December 18, 2017
https://www.factcheck.org/2017/12/fake-report-voter-fraud-alabama/	Fake Report of Voter Fraud in Alabama	false	[]			December 14, 2017
https://www.factcheck.org/2017/12/false-stories-roy-moore-accusers/	False Stories About Roy Moore Accusers	false	[]			December 11, 2017
https://www.factcheck.org/2017/12/kevin-bacon-isnt-trump-supporter/	Kevin Bacon Isn’t a Trump Supporter	false	['National', 'campaign 2016', 'fake news', 'Donald Trump', 'Kevin Bacon']			December 8, 2017
https://www.factcheck.org/2017/12/sham-sharia-stories/	Sham Sharia Stories	false	['National', 'courts', 'Islam', 'Sharia']			December 6, 2017
https://www.factcheck.org/2017/12/false-caption-dead-elephant-photo/	False Caption on Dead Elephant Photo	false	['International', 'National', 'Trophy hunting', 'Ryan Zinke']			December 4, 2017
https://www.factcheck.org/2017/11/no-child-euthanasia-canada/	No Child Euthanasia in Canada	false	['Canada', 'assisted suicide', 'Physician-assisted death']			November 29, 2017
https://www.factcheck.org/2017/11/debunking-false-vaccine-claim/	Debunking False Vaccine Claim	false	['National', 'autism', 'conspiracy theories', 'fake news', 'vaccines']			November 22, 2017
https://www.factcheck.org/2017/11/trump-didnt-cut-canine-program/	Trump Didn’t Cut Canine Program	false	['National', 'PTSD', 'veterans', 'Veterans Affairs', 'Donald Trump']			November 16, 2017
https://www.factcheck.org/2017/11/hoboken-christmas-hoax/	Hoboken Christmas Hoax	false	['New Jersey', 'Christmas', 'fake news', 'Islam', 'Ravinder Bhalla']			November 14, 2017
https://www.factcheck.org/2017/11/bench-warrant-story-supreme-fiction/	Bench Warrant Story Is Supreme Fiction	false	['National', 'fake news', 'supreme court', 'Barack Obama']			November 10, 2017
https://www.factcheck.org/2017/11/texas-shooting-unrelated-antifa/	Texas Shooting Unrelated to Antifa	false	['Texas', 'Antifa', 'Guns', 'Devin Patrick Kelley']			November 8, 2017
https://www.factcheck.org/2017/11/no-muslim-child-marriage-montana/	No Muslim Child Marriage in Montana	false	['Montana', 'fake news', 'Islam']			November 6, 2017
https://www.factcheck.org/2017/11/blackout-ham-radio-drill/	Blackout or Ham Radio Drill?	false	['National', 'Antifa', 'conspiracy theories', 'fake news']			November 2, 2017
https://www.factcheck.org/2017/10/grounding-latest-clinton-rumor/	Grounding the Latest Clinton Rumor	false	['National', 'fake news', 'Russia investigation', 'Hillary Clinton', 'Robert Mueller']			October 31, 2017
https://www.factcheck.org/2017/10/peddling-mueller-misinformation/	Peddling Mueller Misinformation	false	['National', 'fake news', 'Russia investigation', 'Robert Mueller']			October 27, 2017
https://www.factcheck.org/2017/10/no-isis-arrests-congress/	No ISIS Arrests in Congress	false	['National', 'fake news', 'ISIS', 'Islamic State']			October 26, 2017
https://www.factcheck.org/2017/10/no-microchips-americans/	No ‘Microchips’ for ‘All Americans’	false	"['National', ""Alzheimer's disease"", 'autism', 'Congress', 'conspiracy theories']"			October 24, 2017
https://www.factcheck.org/2017/10/no-arrests-california-wildfire/	No Arrests for California Wildfire	false	['California', 'California wildfires', 'Illegal immigration']			October 20, 2017
https://www.factcheck.org/2017/10/san-juan-mayor-wasnt-impeached/	San Juan Mayor Wasn’t Impeached	false	['National', 'Puerto Rico', 'fake news', 'Hurricane Maria', 'Carmen Yulín Cruz', 'Donald Trump']			October 18, 2017
https://www.factcheck.org/2017/10/seahawks-players-didnt-burn-flag/	Seahawks Players Didn’t Burn Flag	false	['National', 'fake news', 'NFL', 'Donald Trump', 'Michael Bennett', 'Richard Sherman']			October 17, 2017
https://www.factcheck.org/2017/10/trump-didnt-change-nfl-tax-status/	Trump Didn’t Change NFL Tax Status	false	['National', 'executive orders', 'NFL', 'nonprofits', 'Donald Trump']			October 12, 2017
https://www.factcheck.org/2017/10/puerto-rican-teamsters-stories-bogus/	Puerto Rican Teamsters Stories are Bogus	false	['National', 'Puerto Rico', 'FEMA', 'Hurricane Maria', 'labor unions', 'Alex Jones']			October 10, 2017
https://www.factcheck.org/2017/10/fake-letterman-story-vegas-shooting/	Fake Letterman Story on Vegas Shooting	false	['Las Vegas', 'fake news', 'Las Vegas shooting', 'David Letterman']			October 2, 2017
https://www.factcheck.org/2017/09/tackling-fake-football-stories/	Tackling Fake Football Stories	false	['National', 'First Amendment', 'Football', 'free speech', 'national anthem', 'NFL', 'Donald Trump', 'Roger Goodell']			September 29, 2017
https://www.factcheck.org/2017/09/no-nationwide-sharia-ban/	No Nationwide Sharia Ban	false	['National', 'courts', 'Islam', 'sharia law', 'Greg Abbott']			September 25, 2017
https://www.factcheck.org/2017/09/natural-born-bunk/	Natural Born Bunk	false	['National', 'Congress', 'constitution', 'natural born citizen', 'president', 'Keith Olbermann', 'Nancy Pelosi']			September 22, 2017
https://www.factcheck.org/2017/09/false-headline-hiv-blood-donation/	False Headline on HIV Blood Donation	false	['California', 'AIDS', 'blood donations', 'HIV', 'Jerry Brown', 'Scott Wiener']			September 20, 2017
https://www.factcheck.org/2017/09/false-headline-free-tuition/	A False Headline About Free Tuition	false	['Kentucky', 'college tuition', 'slavery']			September 13, 2017
https://www.factcheck.org/2017/09/fake-mike-pence-abortion-quote/	Fake Mike Pence Abortion Quote	false	['Indiana', 'National', 'abortion', 'Mike Pence']	http://archive.is/	http://archive.is/E6M7e	September 12, 2017
https://www.factcheck.org/2017/09/clinton-foundation-isnt-charging-fema/	Clinton Foundation Isn’t Charging FEMA	false	['National', 'Texas', 'Clinton Foundation', 'hurricane harvey']			September 8, 2017
https://www.factcheck.org/2017/09/obama-didnt-pardon-wendell-callahan/	Obama Didn’t Pardon Wendell Callahan	false	['National', 'drugs', 'pardon', 'Prisons', 'Barack Obama']			September 7, 2017
https://www.factcheck.org/2017/09/katie-couric-didnt-cancel-clinton-interview/	Katie Couric Didn’t Cancel Clinton Interview	unverified	['fake news', 'Hillary Clinton', 'Katie Couric']			September 1, 2017
https://www.factcheck.org/2017/09/black-lives-matter-blocked-hurricane-relief/	Black Lives Matter Blocked Hurricane Relief?	false	['black lives matter', 'fake news', 'hurricane harvey']			September 1, 2017
https://www.factcheck.org/2017/08/trump-didnt-fire-14-muslim-judges/	Trump Didn’t Fire 14 Muslim Judges	false	['National', 'fake news']			August 30, 2017
https://www.factcheck.org/2017/08/no-supreme-court-border-wall-ruling/	No Supreme Court Border Wall Ruling	false	['National', 'fake news']			August 28, 2017
https://www.factcheck.org/2017/08/fake-confederate-flag-story/	Fake Confederate Flag Story	false	['National', 'Charlottesville rally', 'confederate flag', 'fake news', 'white house', 'Donald Trump']			August 25, 2017
https://www.factcheck.org/2017/08/counterprotesters-paid-charlottesville/	Counterprotesters Paid in Charlottesville?	false	['National', 'North Carolina', 'Virginia', 'Charlottesville rally', 'paid protesters']			August 24, 2017
https://www.factcheck.org/2017/08/charlottesville-driver-clinton-supporter/	Charlottesville Driver a Clinton Supporter?	unverified	['National', 'Charlottesville rally', 'James Alex Fields']			August 22, 2017
https://www.factcheck.org/2017/08/charlottesville-driver-mix/	Charlottesville Driver Mix-up	false	['Charlottesville rally', 'fake news']			August 18, 2017
https://www.factcheck.org/2017/08/obama-center-not-federally-funded/	Obama Center Not Federally Funded	false	['National', 'federal funding', 'presidential libraries', 'Barack Obama', 'Donald Trump']			August 15, 2017
https://www.factcheck.org/2017/08/earth-wont-go-dark-days/	Earth Won’t Go Dark for Days	false	['International', 'National', 'Earth', 'NASA']			August 11, 2017
https://www.factcheck.org/2017/08/invented-malia-obama-stories/	Invented Malia Obama Stories	false	['National', 'fake news', 'marijuana', 'Malia Obama']			August 10, 2017
https://www.factcheck.org/2017/08/trump-didnt-pass/	Trump Didn’t Pass Out	false	['National', 'fake news', 'Donald Trump']			August 8, 2017
https://www.factcheck.org/2017/08/overstated-funding-overseas-mosques/	Overstated Funding for Overseas Mosques	unverified	['International', 'mosques', 'religion', 'Barack Obama', 'Hillary Clinton', 'John Kerry']			August 4, 2017
https://www.factcheck.org/2017/08/trump-didnt-ignore-disabled-child/	Trump Didn’t Ignore Disabled Child	false	['National', 'Affordable Care Act', 'Donald Trump']			August 3, 2017
https://www.factcheck.org/2017/08/25-million-clinton-votes-werent-fake/	25 Million Clinton Votes Weren’t Fake	false	['National', 'voter fraud', 'Hillary Clinton']			August 3, 2017
https://www.factcheck.org/2017/08/celebrity-quote-mismatch/	Celebrity Quote Mismatch	false	['National', 'fake news', 'Kanye West', 'Kim Kardashian', 'Lana Del Ray', 'Rihanna']			August 1, 2017
https://www.factcheck.org/2017/07/no-legalization-sharia-law/	No Legalization of Sharia Law	false	['National', 'fake news', 'sharia law']			July 28, 2017
https://www.factcheck.org/2017/07/trey-gowdy-didnt-end-russia-probe/	Trey Gowdy Didn’t End Russia Probe	false	['National', 'fake news', 'Russia investigation', 'Trey Gowdy']			July 26, 2017
https://www.factcheck.org/2017/07/no-arrests-impeachment-attempt/	No Arrests for Impeachment Attempt	false	['National', 'fake news', 'impeachment', 'treason']			July 21, 2017
https://www.factcheck.org/2017/07/obama-didnt-attend-g-20-2017/	Obama Didn’t Attend G-20 in 2017	false	['International', 'G20 summit', 'Barack Obama', 'Donald Trump']			July 19, 2017
https://www.factcheck.org/2017/07/indiana-didnt-legalize-marijuana/	Indiana Didn’t Legalize Marijuana	false	['Indiana', 'marijuana', 'medical marijuana', 'eric holcomb']			July 18, 2017
https://www.factcheck.org/2017/07/phony-pelosi-drug-arrests/	Phony Pelosi Drug Arrests	false	['fake news', 'Nancy Pelosi']			July 14, 2017
https://www.factcheck.org/2017/07/fake-paul-ryan-quote/	A Fake Paul Ryan Quote	false	['National', 'fake news', 'Paul Ryan']			July 11, 2017
https://www.factcheck.org/2017/07/no-obama-1-bill/	No Obama $1 Bill	false	['National', 'fake news', 'money', 'Barack Obama']			July 7, 2017
https://www.factcheck.org/2017/07/fake-sean-spicer-quote/	A Fake Sean Spicer Quote	false	['National', 'fake news', 'Sean Spicer']			July 3, 2017
https://www.factcheck.org/2017/06/fake-supreme-court-ruling/	A Fake Supreme Court Ruling	false	['fake news', 'supreme court']			June 30, 2017
https://www.factcheck.org/2017/06/twisting-facts-draft-executive-order/	Twisting the Facts on a Draft Executive Order	false	['International', 'National', 'immigration', 'welfare', 'Donald Trump']			June 28, 2017
https://www.factcheck.org/2018/04/facebook-not-giving-kochs-user-data/	Facebook Not Giving Kochs User Data	false	['facebook', 'Mark Zuckerberg']	https://www.pbs.org/	https://www.pbs.org/newshour/politics/koch-brothers	April 12, 2018
https://www.factcheck.org/2018/04/bogus-story-on-cohen-raid/	Bogus Story on Cohen Raid	false	['National', 'false stories', 'FBI', 'Russia investigation', 'special counsel', 'Donald Trump', 'Michael Cohen', 'Robert Mueller']	https://web.archive.org/	https://web.archive.org/web/20180410215420/https://www.mwe.com/en/press-room/2017/09/media-advisory	April 11, 2018
https://www.factcheck.org/2018/04/no-trump-ordered-raid-on-muslim-community/	No Trump-Ordered ‘Raid’ on Muslim Community	false	['New York', 'Islamic extremism']	http://www.tmoamerica.org/	http://www.tmoamerica.org/news/pr/american-taliban-return-islamberg/	April 11, 2018
https://www.factcheck.org/2018/04/another-bogus-parkland-conspiracy-theory/	Another Bogus Parkland Conspiracy Theory	false	['Florida', 'false stories', 'Parkland', 'school shooting']	https://www.sheriff.org/	https://www.sheriff.org/PIO/News/Pages/NAMES-OF-DECEASED-VICTIMS-IN-STONEMAN-DOUGLAS-SHOOTING.aspx	April 10, 2018
https://www.factcheck.org/2018/04/hyped-headline-turns-paint-into-terror/	Hyped Headline Turns Paint Into Terror	false	['Florida', 'false stories', 'Donald Trump']	https://web.archive.org/	https://web.archive.org/web/20180403192109/https://daily-vine.com/breaking-terrorist-attacked-trumps-at-mar-a-lago-police-on-scene/	April 6, 2018
https://www.factcheck.org/2018/04/david-hogg-at-school-during-parkland-shooting/	David Hogg at School During Parkland Shooting	false	['Florida', 'gun control', 'school shooting']			April 3, 2018
https://www.factcheck.org/2018/04/no-obama-announcement-on-u-n-post/	No Obama Announcement on U.N. Post	false	['Barack Obama']	https://www.un.org/	https://www.un.org/sg/en/appointment.shtml	April 13, 2018
https://www.factcheck.org/2018/04/prosecutor-in-cohen-probe-not-an-obama-holdover/	Prosecutor in Cohen Probe Not an ‘Obama Holdover’	false	['National', 'FBI', 'Donald Trump', 'Michael Cohen', 'Robert Khuzami']	https://www.frontpagemag.com/	https://www.frontpagemag.com/about	April 18, 2018
https://www.factcheck.org/2018/04/there-are-no-m-a-g-a-checks/	There Are No “M.A.G.A. Checks”	false	['National', 'false stories', 'fraud', 'Donald Trump']	https://web.archive.org/	https://web.archive.org/web/20180413190749/http://magachecks.com/?cid=MKT353509&eid=MKT355412	April 18, 2018
https://www.factcheck.org/2018/05/eastwood-not-leaving-estate-to-trump-campaign/	Eastwood Not Leaving Estate to Trump Campaign	false	['National', 'Clint Eastwood', 'Donald Trump']	https://dailyworldupdate.us/	https://dailyworldupdate.us/about/	May 8, 2018
https://www.factcheck.org/2018/05/no-release-of-private-trump-tapes/	No Release of ‘Private’ Trump Tapes	false	['National', 'false stories', 'Donald Trump', 'james comey']	http://www.accessonline.com/	http://www.accessonline.com/videos/access-archive-donald-trumps-shocking-2005-comments-about-women/	May 4, 2018
https://www.factcheck.org/2018/05/michelle-wolf-not-booted-from-hulu/	Michelle Wolf Not Booted From Hulu	false	['false stories', 'Michelle Wolf']			May 4, 2018
https://www.factcheck.org/2018/05/false-headline-in-philly-starbucks-settlement/	False Headline in Philly Starbucks Settlement	false	['Philadelphia', 'racism']	https://news.starbucks.com/	https://news.starbucks.com/press-releases/starbucks-reaches-agreement-with-donte-robinson-and-rashon-nelson	May 4, 2018
https://www.factcheck.org/2018/05/michelle-wolf-not-fired-from-comedy-central/	Michelle Wolf Not Fired From Comedy Central	false	['National', 'false stories', 'Donald Trump', 'Michelle Wolf']			May 2, 2018
https://www.factcheck.org/2018/05/false-story-ties-sex-cult-to-clintons/	False Story Ties Sex Cult to Clintons	false	['New York', 'sex trafficking', 'Allison Mack', 'Keith Raniere']	https://www.justice.gov/	https://www.justice.gov/usao-edny/pr/founder-nxivm-purported-self-help-organization-and-actor-indicted-sex-trafficking-and	May 2, 2018
https://www.factcheck.org/2018/04/obamas-private-military-doesnt-exist/	Obama’s Private ‘Military’ Doesn’t Exist	unverified	['Barack Obama']	https://businesssearch.sos.ca.gov/	https://businesssearch.sos.ca.gov	April 30, 2018
https://www.factcheck.org/2018/04/headline-misrepresents-executive-order/	Headline Misrepresents Executive Order	false	['National', 'false stories', 'Donald Trump']	https://www.federalregister.gov/	https://www.federalregister.gov/documents/2018/04/13/2018-07874/reducing-poverty-in-america-by-promoting-opportunity-and-economic-mobility	April 30, 2018
https://www.factcheck.org/2018/04/false-headline-on-a-hot-topic/	False Headline on a Hot Topic	false	['Maine', 'false stories', 'Islamophobia']	https://www.gpo.gov/	https://www.gpo.gov/fdsys/granule/USCODE-2011-title18/USCODE-2011-title18-partI-chap7-sec116	April 27, 2018
https://www.factcheck.org/2018/04/clearing-up-a-misleading-headline/	Clearing Up A Misleading Headline	false	['National', 'false stories', 'Donald Trump', 'Robert Mueller', 'Rod Rosenstein']	https://web.archive.org/	https://web.archive.org/web/20180425184305/http://redstatewave.com/article.asp?id=124919	April 26, 2018
https://www.factcheck.org/2018/04/jennifer-aniston-not-a-trump-supporter/	Jennifer Aniston Not a Trump Supporter	false	['National', 'Celebrity', 'false stories', 'Donald Trump', 'Hillary Clinton']	https://www.vogue.com/	https://www.vogue.com/article/jennifer-aniston-justin-theroux-aveeno-beauty-wellness-friends-hair-reese-witherspoon	April 24, 2018
https://www.factcheck.org/2018/04/no-evidence-of-horrific-clinton-video/	No Evidence of ‘Horrific’ Clinton Video	false	['National', 'conspiracy theories', 'Hillary Clinton']	https://mpdc.dc.gov/	https://mpdc.dc.gov/release/arrest-made-assault-dangerous-weapon-gun-5000-block-connecticut-avenue-northwest	April 23, 2018
https://www.factcheck.org/2018/04/muslim-nurses-not-exempt-from-hand-washing/	Muslim Nurses Not Exempt From Hand Washing	false	['International', 'anti-Muslim', 'false stories']	https://web.archive.org/	https://web.archive.org/web/20100413221537/http://bnp.org.uk/2010/04/islamic-colonisation-of-britain-continues-nhs-relaxes-hygiene-measure-to-accommodate-muslim-staff-but-bans-crucifix/	April 20, 2018
https://www.factcheck.org/2018/05/clinton-wasnt-named-ny-attorney-general/	Clinton Wasn’t Named NY Attorney General	false	['Andrew Cuomo', 'Eric Schneiderman', 'Hillary Clinton']	https://www.newyorker.com/	https://www.newyorker.com/news/news-desk/four-women-accuse-new-yorks-attorney-general-of-physical-abuse	May 10, 2018
https://www.factcheck.org/2018/05/what-michelle-obama-actually-said/	What Michelle Obama Actually Said	false	['Donald Trump', 'Michelle Obama']	http://webcache.googleusercontent.com/	http://webcache.googleusercontent.com/search?q=cache:http://quickdailyupdates.com/index.php/2018/05/07/after-michelle-says-stupid-women-elected-trump-melania-gives-her-nasty-surprise/	May 9, 2018
https://www.factcheck.org/2018/05/deadly-pot-not-approved-by-the-fda/	Deadly ‘Pot’ Not Approved by The FDA	false	['Illinois', 'National', 'drugs', 'false stories']	http://dph.illinois.gov/	http://dph.illinois.gov/topics-services/prevention-wellness/medical-cannabis/synthetic-cannabinoids	May 18, 2018
https://www.factcheck.org/2018/05/no-arrests-of-sanctuary-city-leaders/	No Arrests of ‘Sanctuary City’ Leaders	false	['Illegal immigration', 'sanctuary cities', 'Donald Trump', 'Kirstjen Nielsen', 'Thomas Homan']	https://www.hsdl.org/	https://www.hsdl.org/?abstract&did=37589	May 17, 2018
https://www.factcheck.org/2018/05/paul-ryan-didnt-violate-campaign-finance-laws/	Paul Ryan Didn’t Violate Campaign Finance Laws	false	['National', 'campaign finance laws', 'false stories', 'Paul Ryan', 'Sheldon Adelson']	https://www.politico.com/	https://www.politico.com/story/2018/05/10/adelson-republicans-midterms-579436	May 17, 2018
https://www.factcheck.org/2018/05/john-kerry-not-facing-prison/	John Kerry Not ‘Facing Prison’	false	['National', 'false stories', 'Iran nuclear deal', 'John Kerry']	https://web.archive.org/	https://web.archive.org/web/20180511195320/https://www.conservativestories.com/2018/05/10/john-kerry-facing-prison-interfering-iran/	May 15, 2018
https://www.factcheck.org/2018/05/sessions-not-caught-colluding-with-obama/	Sessions Not ‘Caught Colluding’ With Obama	false	['Barack Obama', 'Jeff Sessions']	https://www.c-span.org/	https://www.c-span.org/video/?424859-1/attorney-general-jeff-sessions-recuses-russia-trump-campaign-investigations	May 14, 2018
