page	claim	claim_label	tags	claim_source_domain	claim_source_url	date
http://www.politifact.com/truth-o-meter/statements/2018/may/15/patrick-morrisey/patrick-morrisey-cherry-picks-joe-manchins-votes-t/	"""If Joe Manchin had his way, Judge Gorsuch never would have been able to get a vote."""	mostly false	['Congressional Rules', 'Supreme Court']	https://soundcloud.com/	https://soundcloud.com/user-773315583/patrick-morrisey-on-joe-manchins-voting-record/s-sDAk8	2018/05/15
http://www.politifact.com/truth-o-meter/statements/2018/may/15/patrick-morrisey/patrick-morrisey-says-joe-manchin-wont-budge-obama/	"Says Joe Manchin displayed an ""unwillingness to change the failed Obamacare."""	half-true	['Health Care']	https://soundcloud.com/	https://soundcloud.com/user-773315583/patrick-morrisey-on-joe-manchins-voting-record/s-sDAk8	2018/05/15
http://www.politifact.com/punditfact/statements/2018/may/14/breaking-dawn/headline-exaggerates-appointment-undocumented-immi/	"""It begins: California appoints first illegal alien to state office."""	half-true	['Fake news', 'Immigration']	https://www.thebreakingdawn.site/	https://www.thebreakingdawn.site/it-begins-california-appoints-first-illegal-alien-to-state-office-trump-has-better-plan/	2018/05/14
http://www.politifact.com/truth-o-meter/statements/2018/may/14/jacky-rosen/rosen-misleads-heller-yucca-mountain-vote/	"Says Dean Heller ""has voted for a GOP bill that funded efforts to revive Yucca Mountain."" "	mostly false	['Elections', 'Energy', 'Environment']	https://www.rosenfornevada.com/	https://www.rosenfornevada.com/news/entry/hellers-gop-allies-ram-yucca-mountain-bill-through-republican-controlled-house	2018/05/14
http://www.politifact.com/truth-o-meter/statements/2018/may/11/patty-murray/does-detaining-immigrant-year-cost-4-times-federal/	"""Each year ICE detains someone, it costs taxpayers over $50,000. For comparison, by the way, that's four times the amount the federal government spends on each child in our public schools."""	half-true	['Education', 'Homeland Security', 'Immigration']	https://www.appropriations.senate.gov/	https://www.appropriations.senate.gov/hearings/hearing-to-review-the-fy2019-budget-request-for-the-us-dept-of-homeland-security	2018/05/11
http://www.politifact.com/truth-o-meter/statements/2018/may/11/nancy-pelosi/nancy-pelosi-wrong-medicaids-role-children-elderly/	"""Two-thirds of the people who use Medicaid are poor children, but two-thirds of the money is for long-term care for seniors, whether in a facility or at home."""	false	['Children', 'Federal Budget', 'Medicaid']	https://www.pgpf.org/	https://www.pgpf.org/what-we-are-doing/fiscal-summit	2018/05/11
http://www.politifact.com/ohio/statements/2018/may/11/donald-trump/ohio-trump-misleads-blaming-democrats-catch-and-re/	"A ""catch and release"" immigration policy ""is a Democrat rule, Sherrod Brown, this is a Democrat rule."""	false	['Immigration']	https://www.c-span.org/	https://www.c-span.org/video/?445025-1/president-trump-attends-tax-reform-talk-cleveland	2018/05/11
http://www.politifact.com/wisconsin/statements/2018/may/11/mike-pence/mike-pence-uses-outdated-figure-claiming-large-dro/	" ""Illegal crossings at our southern border have been cut by over 40 percent."""	false	['Criminal Justice', 'Immigration', 'Legal Issues']	https://www.whitehouse.gov/	https://www.whitehouse.gov/briefings-statements/remarks-vice-president-pence-tax-cuts-put-america-first-event-7/	2018/05/11
http://www.politifact.com/california/statements/2018/may/10/gavin-newsom/did-gavin-newsom-help-san-francisco-reduce-its-hom/	"""In San Francisco, we were successful in reducing our street population 40 percent. We got 12,000 people off the street."""	half-true	"['Homeless', 'Housing', ""The 2018 California Governor's Race""]"			2018/05/10
http://www.politifact.com/truth-o-meter/statements/2018/may/10/donald-trump/did-donald-trump-sign-first-military-pay-raise-10-/	"Says the 2018 defense authorization bill includes raises for the military ""for the first time in 10 years."""	pants on fire!	['Federal Budget', 'Military']	https://www.whitehouse.gov/	https://www.whitehouse.gov/briefings-statements/remarks-president-trump-celebration-military-mothers-spouses-event/	2018/05/10
http://www.politifact.com/punditfact/statements/2018/may/10/washingtonsources/no-trump-didnt-vote-death-penalty-gay-people/	"""Trump votes for death penalty for being gay."""	false	['Fake news', 'Gays and Lesbians', 'Human Rights']	http://washingtonsources.org/	http://washingtonsources.org/trump-votes-for-death-penalty-for-being-gay-5/	2018/05/10
http://www.politifact.com/punditfact/statements/2018/may/10/ny-evening-news/no-eric-schneiderman-didnt-sell-child-sex-slaves-c/	"""Eric Schneiderman helped NXIVM sell child sex slaves to the Clintons"""	pants on fire!	['Crime', 'Fake news']	http://nyeveningnews.com/	http://nyeveningnews.com/2018/05/09/eric-schneiderman-helped-nxivm-sell-child-sex-slaves-to-the-clintons/	2018/05/10
http://www.politifact.com/punditfact/statements/2018/may/10/liberty-raise/no-queen-elizabeth-ii-not-dead/	"""BREAKING: Queen Elizabeth II Dead At 94"" "	pants on fire!	['Fake news']	http://www.thelibertyraise.com/	http://www.thelibertyraise.com/2018/05/09/breaking-queen-elizabeth-ii-dead-94/	2018/05/10
http://www.politifact.com/truth-o-meter/statements/2018/may/10/kevin-cramer/heidi-heitkamp-deciding-vote-flaring-blm/	"Says Heidi Heitkamp ""cast the deciding vote to kill the Congressional Review Act that would have repealed a BLM flaring rule that was designed just for North Dakota."""	half-true	['Energy', 'Government regulation', 'Regulation']	http://www.hughhewitt.com/	http://www.hughhewitt.com/kevin-cramer-the-next-senator-from-north-dakota/	2018/05/10
http://www.politifact.com/punditfact/statements/2018/may/10/thenewyorkeveningcom/no-pope-francis-didnt-say-gun-owners-cant-call-the/	"""Pope Francis: Gun owners ‘can’t call themselves Christian’"""	pants on fire!	['Fake news', 'Guns', 'Religion']	http://nyeveningnews.com/	http://nyeveningnews.com/2018/05/08/pope-francis-gun-owners-cant-call-themselves-christian-anymore/	2018/05/10
http://www.politifact.com/punditfact/statements/2018/may/10/revolution-radio/california-lawmaker-called-assault-weapons-ban-not/	"""Democrats go full tyranny: now demand nationwide gun confiscation from law-abiding Americans ... at gunpoint, of course."""	false	['Fake news', 'Guns']	http://revolutionradio.org/	http://revolutionradio.org/2018/05/07/democrats-go-full-tyranny-now-demand-nationwide-gun-confiscation-from-law-abiding-americans-at-gunpoint-of-course/	2018/05/10
http://www.politifact.com/truth-o-meter/statements/2018/may/10/joe-manchin/will-interest-debt-exceed-defense-spending-2022/	"""By 2022, just the interest payment on our debt will be greater than the defense of our country."""	mostly true	['Debt']	http://wvmetronews.com/	http://wvmetronews.com/podcast/talkline/	2018/05/10
http://www.politifact.com/florida/statements/2018/may/10/adam-putnam/how-much-do-welders-and-pipefitters-make-according/	"""Welders are coming out of their tech schools at $28 an hour"" and ""pipefitters are making six figures."" "	half-true	['Education', 'Income', 'Jobs']			2018/05/10
http://www.politifact.com/texas/statements/2018/may/09/steve-mccraw/illegal-alien-legal-term-federal-law/	"Says the term ""illegal alien"" is ""a legal term, it’s in statute, it’s a federal term."""	half-true	['Immigration']	https://www.mystatesman.com/	https://www.mystatesman.com/news/state-officials-detail-increased-national-guard-deployment-border/wDx9zi6EOjU6CdDI51wfcP/	2018/05/09
http://www.politifact.com/punditfact/statements/2018/may/09/madeleine-albright/madeleine-albright-right-about-mussolini-and-drain/	"Says Benito Mussolini ""initiated a campaign to 'drenare la palude' ('drain the swamp') by firing more than 35,000 civil servants."""	half-true	['History']			2018/05/09
http://www.politifact.com/wisconsin/statements/2018/may/09/kevin-nicholson/sen-tammy-baldwin-did-back-department-peace-kevin-/	"""Tammy Baldwin cosponsored legislation that wanted to establish the Department of Peace and Nonviolence."" "	mostly true	['Federal Budget', 'Foreign Policy', 'Military']			2018/05/09
http://www.politifact.com/punditfact/statements/2018/may/08/blog-posting/website-falsely-claims-melania-trump-made-shocking/	"""Melania Just Hit Donald Trump With Shocking Announcement He Never Saw Coming"""	pants on fire!	['Fake news']	http://realtimepolitics.com/	http://realtimepolitics.com/2018/05/06/melania-hit-donald-trump/	2018/05/08
http://www.politifact.com/truth-o-meter/statements/2018/may/07/donald-trump/donald-trumps-misleading-claim-kanye-wests-praise-/	"""I doubled my African-American poll numbers. We went from 11 to 22 in one week."""	mostly false	['Polls and Public Opinion', 'Pop Culture']	http://www.cq.com/	http://www.cq.com/doc/newsmakertranscripts-5311765?5	2018/05/07
http://www.politifact.com/florida/statements/2018/may/07/ron-desantis/did-adam-putnam-oppose-putting-troops-border-using/	"Says Adam Putnam ""opposed bringing troops, putting troops on our southern border using the National Guard."""	half-true	['Voting Record']			2018/05/07
http://www.politifact.com/punditfact/statements/2018/may/07/miami-post/no-celebrities-were-not-arrested-trying-assassinat/	"""Breaking: 3 liberal celebrities arrested for conspiracy to assassinate President Trump."""	pants on fire!	['Fake news']	https://miamipost.co/	https://miamipost.co/2018/05/06/breaking-3-liberal-celebrities-arrested-for-conspiracy-to-assassinate-president-trump/	2018/05/07
http://www.politifact.com/punditfact/statements/2018/may/07/blog-posting/radio-shows-headline-falsely-claims-philadelphia-s/	"""Black men arrested In Philadelphia Starbucks settle for $2 million"""	false	['Fake news']	https://web.archive.org/	https://web.archive.org/web/20180503143610/https://rickeysmileymorningshow.com/1908839/black-men-arrested-in-philadelphia-starbucks-settle-for-2-million/	2018/05/07
http://www.politifact.com/wisconsin/statements/2018/may/07/mahlon-mitchell/gubernatorial-candidate-mitchell-claims-credit-fir/	"Says he was ""instrumental to passing two (recent) pieces of legislation that were a huge victory for firefighters across the state."""	mostly false	['Candidate Biography', 'Disability', 'Labor', 'Public Safety']	https://mahlonmitchell.com/	https://mahlonmitchell.com/bio	2018/05/07
http://www.politifact.com/new-york/statements/2018/may/04/hakeem-jeffries/did-trumps-budget-include-2-trillion-cut-medicare-/	"President Donald Trump’s budget ""threatened to cut $2 trillion from Social Security, Medicare and Medicaid"""	false	['Federal Budget', 'Medicaid', 'Medicare', 'Social Security']	http://transcripts.cnn.com/	http://transcripts.cnn.com/TRANSCRIPTS/1804/29/sotu.01.html	2018/05/04
http://www.politifact.com/new-york/statements/2018/may/04/chele-farley/gillibrands-opponent-claims-she-hasnt-passed-any-b/	"""Kirsten Gillibrand has put forward 331 bills since she's been in Congress. Do you know how many of them have been passed into law? Zero!"""	half-true	['Bipartisanship', 'Candidate Biography', 'Voting Record']	http://spectrumlocalnews.com/	http://spectrumlocalnews.com/nys/capital-region/capital-tonight-interviews/2018/04/23/chele-farley-042318	2018/05/04
http://www.politifact.com/punditfact/statements/2018/may/04/liberty-raise/no-michelle-wolf-wasnt-fired-after-making-fun-sara/	"""Breaking: Michelle Wolf fired -- Comedy Central apologizes to Sarah Sanders."""	pants on fire!	['Fake news', 'Pop Culture']	http://press.cc.com/	http://press.cc.com/executives	2018/05/04
http://www.politifact.com/punditfact/statements/2018/may/04/blog-posting/fake-news-claims-thousands-killed-nuclear-bomb-syr/	"""Thousands killed as Israel Drops Tactical Nuclear Bomb On Syria"""	pants on fire!	['Fake news']	https://exclusive103.com/	https://exclusive103.com/2018/04/30/thousands-killed-as-israel-drops-tactical-nuclear-bomb-on-syria/	2018/05/04
http://www.politifact.com/punditfact/statements/2018/may/04/daily-world-update/headline-hillary-clinton-killed-monster-truck-fake/	"""Hillary Clinton killed in monster truck mishap."""	pants on fire!	['Fake news']	https://dailyworldupdate.us/	https://dailyworldupdate.us/2018/05/01/breaking-hillary-clinton-killed-in-monster-truck-mishap/	2018/05/04
http://www.politifact.com/ohio/statements/2018/may/04/jim-renacci/following-trump-endorsement-jim-renacci-cites-poll/	"""President Trump is still supported by almost 85 percent of the Republican Party in the state of Ohio, and that's from recent polling, and still has a 58 percent approval rating in Ohio."""	mostly true	['Elections']			2018/05/04
http://www.politifact.com/truth-o-meter/statements/2018/may/04/mike-braun/indianas-mike-braun-misleads-about-opponents-recor/	"Says Luke Messer and Todd Rokita ""voted to fast-track Obama’s trade deals."""	half-true	['Candidate Biography', 'Trade']	https://www.wfyi.org/	https://www.wfyi.org/news/articles/watch-live-us-senate-republican-primary-debate	2018/05/04
http://www.politifact.com/florida/statements/2018/may/04/rick-scott/gov-rick-scott-attack-mischaracterizes-vote-sen-bi/	"Says Bill Nelson ""voted against requiring Iran to recognize Israel and release American hostages."""	false	['Iran']			2018/05/04
http://www.politifact.com/wisconsin/statements/2018/may/04/kevin-nicholson/what-makes-illinois-resident-wisconsin-resident/	Says conservative mega-donor Richard Uihlein is a Wisconsin resident.	false	['Elections', 'Housing', 'States']			2018/05/04
http://www.politifact.com/truth-o-meter/statements/2018/may/03/don-blankenship/fact-checking-don-blankenship-mitch-mcconnell-chin/	"""Mitch McConnell was one of the few senators that voted after Tiananmen Square not to have punitive actions against China for human rights violations."""	false	['Candidate Biography', 'China', 'Human Rights', 'Trade']			2018/05/03
http://www.politifact.com/texas/statements/2018/may/03/beto-orourke/beto-orourke-zero-terrorists-harm-Americans-Mexico/	"Says ""precisely zero terrorists, terrorist groups or terror plots have ever been connected with the U.S.-Mexico border to do harm to people within the United States."""	false	['History', 'Immigration', 'Terrorism']			2018/05/03
http://www.politifact.com/texas/statements/2018/may/03/lupe-valdez/lupe-valdez-I-come-poorest-zip-code-san-antonio-te/	"""I come from the poorest ZIP code in San Antonio."""	mostly true	['Candidate Biography', 'History', 'Poverty']			2018/05/03
http://www.politifact.com/punditfact/statements/2018/may/03/blog-posting/no-bill-gates-did-not-outline-2018-plan-depopulate/	"""Bill Gates Outlines 2018 Plan To Depopulate The Planet."""	pants on fire!	['Fake news']	http://www.mysterious-times.com/	http://www.mysterious-times.com/2018/04/30/bill-gates-outlines-2018-plan-to-depopulate-the-planet/	2018/05/03
http://www.politifact.com/punditfact/statements/2018/may/03/patriotnetworkone/headline-says-czech-republic-armed-citizens-shoot-/	"""Breaking: Czech Republic arms citizens. You can now shoot terrorists on sight."""	false	['Fake news', 'Guns', 'Immigration', 'Terrorism']	http://www.patriotnetwork.one/	http://www.patriotnetwork.one/2018/04/27/breaking-czech-republic-arms-citizens-you-can-now-shoot-terrorists-on-sight/	2018/05/03
http://www.politifact.com/truth-o-meter/statements/2018/may/03/bernie-s/amazon-paid-0-federal-income-taxes-2017/	"""You know what Amazon paid in federal income taxes last year? Zero."""	true	['Taxes']			2018/05/03
http://www.politifact.com/truth-o-meter/statements/2018/may/02/patrick-morrisey/did-evan-jenkins-once-say-his-philosophy-was-progr/	"""You (Evan Jenkins) said your philosophy was ‘progressive mainstream’ back in 2003."""	half-true	['Candidate Biography']			2018/05/02
http://www.politifact.com/truth-o-meter/statements/2018/may/02/evan-jenkins/did-evan-jenkins-correctly-cite-past-politifact-ru/	"""All the things Patrick (Morrisey) is saying — (that I supported) Hillary Clinton, cap and trade, Planned Parenthood — PolitiFact went through each and every allegation and said, ‘False, False, False, False.’ """	half-true	['Abortion', 'Candidate Biography', 'Cap and Trade']			2018/05/02
http://www.politifact.com/texas/statements/2018/may/02/ted-cruz/ted-cruz-falsely-beto-orourke-legalize-narcotics-a/	"Says Beto O’Rourke had a ""resolution to legalize all narcotics--including heroin and other deadly opioids."""	false	['Drugs']	https://docs.google.com/	https://docs.google.com/document/d/e/2PACX-1vRn-M62JD6ytFaPiKvvDUOwAeO09hkdIrL0KiJfKjkxlY_lYs2wKhdSyLcViLMqb1WPbKvEBwmQLVFN/pub	2018/05/02
http://www.politifact.com/truth-o-meter/statements/2018/may/02/donald-trump/donald-trump-said-wrongly-iran-nuclear-deal-expire/	"""In seven years that (nuclear) deal will have expired, and Iran is free to go ahead and create nuclear weapons."" "	false	['Iran', 'Nuclear']	https://plus.cq.com/	https://plus.cq.com/doc/newsmakertranscripts-5309529?4	2018/05/02
http://www.politifact.com/punditfact/statements/2018/may/02/yournewswirecom/Website-falsely-claims-Bill-Gates-refused-to-vacci/	"""Bill Gates’ Former Doctor Says Billionaire ‘Refused To Vaccinate His Children’"""	pants on fire!	['Fake news']			2018/05/02
http://www.politifact.com/texas/statements/2018/may/02/greg-abbott/greg-abbott-george-soros-new-york-pouring-mo/	"Says George Soros has ""unloaded a whopping $1 million to install his liberal puppets in positions of power"" in Texas this fall."	half-true	['Campaign Finance']	https://drive.google.com/	https://drive.google.com/file/d/14z1UT9uxPmSFrUuCdxxkIxBmkMf5i1F0/view?usp=sharing	2018/05/02
http://www.politifact.com/wisconsin/statements/2018/may/02/paul-ryan/paul-ryan-says-democratic-leaders-are-threatening-/	"Says that on the tax reform law, Democratic leaders ""are promising to take it all away."""	half-true	['Congress', 'Negative Campaigning', 'Taxes']			2018/05/02
http://www.politifact.com/illinois/statements/2018/may/01/jamal-green/does-chicago-pay-tree-trimmers-top-dollar/	"Under Rahm Emanuel, ""We’ve got tree trimmers making six figures."""	mostly true	['City Budget']	https://www.wbez.org/	https://www.wbez.org/shows/morning-shift/black-lives-matter-activist-jamal-green-throws-his-name-in-the-race-for-mayor/ac325d14-898b-446a-b001-f52e259575de	2018/05/01
http://www.politifact.com/punditfact/statements/2018/may/01/newly-press/smallville-actress-didnt-confess-selling-children-/	"""Smallville star confesses she sold children to Rothschilds and Clintons."""	pants on fire!	['Crime', 'Fake news', 'Pop Culture']	https://thenewlypress.com/	https://thenewlypress.com/politics/smallville-star-confesses-she-sold-children-to-rothschilds-and-clintons.html	2018/05/01
http://www.politifact.com/punditfact/statements/2018/may/01/michelle-wolf/michelle-wolf-right-flint-still-doesnt-have-clean-/	"""Flint still doesn’t have clean water."""	half-true	['Environment', 'Water']			2018/05/01
http://www.politifact.com/florida/statements/2018/may/01/us-chamber-commerce/unemployment-record-low-under-florida-gov-rick-sco/	"Florida’s ""unemployment is at a record low."""	false	['Job Accomplishments']			2018/05/01
http://www.politifact.com/punditfact/statements/2018/may/01/daily-world-update/fake-story-says-cnn-fired-journalist-making-fun-tr/	"""CNN shocks America, fires ‘journalist’ who made fun of Sarah Sanders’ face"""	pants on fire!	['Fake news']	https://dailyworldupdate.us/	https://dailyworldupdate.us/2018/04/29/cnn-shocks-america-fires-journalist-who-made-fun-of-sarah-sanders-face/	2018/05/01
http://www.politifact.com/truth-o-meter/statements/2018/may/01/donald-trump/donald-trump-and-7-trillion-dollar-cost-war/	"""We have spent $7 trillion, trillion with a T, $7 trillion in the Middle East."""	half-true	['Afghanistan', 'Federal Budget', 'Iraq', 'Terrorism']			2018/05/01
http://www.politifact.com/truth-o-meter/statements/2018/may/01/sue-bell-cobb/alabama-lowest-state-local-tax-revenue-capita/	"""Alabama is operating government on the lowest amount of tax revenue of any state in the nation."""	mostly true	['State Budget', 'State Finances', 'State government spending ', 'Taxes']			2018/05/01
http://www.politifact.com/truth-o-meter/statements/2018/apr/30/don-blankenship/don-blankenship-claims-illegal-immigration-costs-1/	"Says illegal immigration is ""costing us $130 billion a year to house and feed and give benefits to people that shouldn’t be even in the country."""	mostly false	['Economy', 'Immigration']			2018/04/30
http://www.politifact.com/punditfact/statements/2018/apr/30/blog-posting/offer-free-tickets-alaska-airlines-scam/	" ""You have been selected to take part in our short survey to get 2 Free Alaska Airlines Tickets!"""	pants on fire!	['Fake news']			2018/04/30
