page	claim	claim_label	tags	claim_source_domain	claim_source_url	date
https://www.factcheck.org/2018/04/obamas-private-military-doesnt-exist/	Obama’s Private ‘Military’ Doesn’t Exist	unverified	['Barack Obama']	https://businesssearch.sos.ca.gov/	https://businesssearch.sos.ca.gov	2018/04/30
https://www.factcheck.org/2018/04/headline-misrepresents-executive-order/	Headline Misrepresents Executive Order	false	['National', 'false stories', 'Donald Trump']	https://www.federalregister.gov/	https://www.federalregister.gov/documents/2018/04/13/2018-07874/reducing-poverty-in-america-by-promoting-opportunity-and-economic-mobility	2018/04/30
https://www.factcheck.org/2018/04/false-headline-on-a-hot-topic/	False Headline on a Hot Topic	false	['Maine', 'false stories', 'Islamophobia']	https://www.gpo.gov/	https://www.gpo.gov/fdsys/granule/USCODE-2011-title18/USCODE-2011-title18-partI-chap7-sec116	2018/04/27
https://www.factcheck.org/2018/04/clearing-up-a-misleading-headline/	Clearing Up A Misleading Headline	false	['National', 'false stories', 'Donald Trump', 'Robert Mueller', 'Rod Rosenstein']	https://web.archive.org/	https://web.archive.org/web/20180425184305/http://redstatewave.com/article.asp?id=124919	2018/04/26
https://www.factcheck.org/2018/04/jennifer-aniston-not-a-trump-supporter/	Jennifer Aniston Not a Trump Supporter	false	['National', 'Celebrity', 'false stories', 'Donald Trump', 'Hillary Clinton']	https://www.vogue.com/	https://www.vogue.com/article/jennifer-aniston-justin-theroux-aveeno-beauty-wellness-friends-hair-reese-witherspoon	2018/04/24
https://www.factcheck.org/2018/04/no-evidence-of-horrific-clinton-video/	No Evidence of ‘Horrific’ Clinton Video	false	['National', 'conspiracy theories', 'Hillary Clinton']	https://mpdc.dc.gov/	https://mpdc.dc.gov/release/arrest-made-assault-dangerous-weapon-gun-5000-block-connecticut-avenue-northwest	2018/04/23
https://www.factcheck.org/2018/04/muslim-nurses-not-exempt-from-hand-washing/	Muslim Nurses Not Exempt From Hand Washing	false	['International', 'anti-Muslim', 'false stories']	https://web.archive.org/	https://web.archive.org/web/20100413221537/http://bnp.org.uk/2010/04/islamic-colonisation-of-britain-continues-nhs-relaxes-hygiene-measure-to-accommodate-muslim-staff-but-bans-crucifix/	2018/04/20
https://www.factcheck.org/2018/04/prosecutor-in-cohen-probe-not-an-obama-holdover/	Prosecutor in Cohen Probe Not an ‘Obama Holdover’	false	['National', 'FBI', 'Donald Trump', 'Michael Cohen', 'Robert Khuzami']	https://www.frontpagemag.com/	https://www.frontpagemag.com/about	2018/04/18
https://www.factcheck.org/2018/04/there-are-no-m-a-g-a-checks/	There Are No “M.A.G.A. Checks”	false	['National', 'false stories', 'fraud', 'Donald Trump']	https://web.archive.org/	https://web.archive.org/web/20180413190749/http://magachecks.com/?cid=MKT353509&eid=MKT355412	2018/04/18
https://www.factcheck.org/2018/04/no-obama-announcement-on-u-n-post/	No Obama Announcement on U.N. Post	false	['Barack Obama']	https://www.un.org/	https://www.un.org/sg/en/appointment.shtml	2018/04/13
https://www.factcheck.org/2018/04/facebook-not-giving-kochs-user-data/	Facebook Not Giving Kochs User Data	false	['facebook', 'Mark Zuckerberg']	https://www.pbs.org/	https://www.pbs.org/newshour/politics/koch-brothers	2018/04/12
https://www.factcheck.org/2018/04/bogus-story-on-cohen-raid/	Bogus Story on Cohen Raid	false	['National', 'false stories', 'FBI', 'Russia investigation', 'special counsel', 'Donald Trump', 'Michael Cohen', 'Robert Mueller']	https://web.archive.org/	https://web.archive.org/web/20180410215420/https://www.mwe.com/en/press-room/2017/09/media-advisory	2018/04/11
https://www.factcheck.org/2018/04/no-trump-ordered-raid-on-muslim-community/	No Trump-Ordered ‘Raid’ on Muslim Community	false	['New York', 'Islamic extremism']	http://www.tmoamerica.org/	http://www.tmoamerica.org/news/pr/american-taliban-return-islamberg/	2018/04/11
https://www.factcheck.org/2018/04/another-bogus-parkland-conspiracy-theory/	Another Bogus Parkland Conspiracy Theory	false	['Florida', 'false stories', 'Parkland', 'school shooting']	https://www.sheriff.org/	https://www.sheriff.org/PIO/News/Pages/NAMES-OF-DECEASED-VICTIMS-IN-STONEMAN-DOUGLAS-SHOOTING.aspx	2018/04/10
https://www.factcheck.org/2018/04/hyped-headline-turns-paint-into-terror/	Hyped Headline Turns Paint Into Terror	false	['Florida', 'false stories', 'Donald Trump']	https://web.archive.org/	https://web.archive.org/web/20180403192109/https://daily-vine.com/breaking-terrorist-attacked-trumps-at-mar-a-lago-police-on-scene/	2018/04/06
https://www.factcheck.org/2018/04/david-hogg-at-school-during-parkland-shooting/	David Hogg at School During Parkland Shooting	false	['Florida', 'gun control', 'school shooting']			2018/04/03
https://www.factcheck.org/2018/03/viral-nasa-story-gets-science-wrong/	Viral NASA Story Gets Science Wrong	false	['chemtrails', 'environment', 'health', 'NASA']	https://keith.seas.harvard.edu/	https://keith.seas.harvard.edu/chemtrails-conspiracy-theory	2018/03/30
https://www.factcheck.org/2018/03/emma-stone-didnt-commend-trump/	Emma Stone Didn’t Commend Trump	false	['false stories', 'Donald Trump', 'Emma Stone']	https://web.archive.org/	https://web.archive.org/web/20180330151556/http://greatusanewsupdates.blogspot.com/2018/03/actress-emma-stone-for-first-time-in.html	2018/03/30
https://www.factcheck.org/2018/03/no-seizure-of-clinton-foundation-cash/	No Seizure of Clinton Foundation Cash	false	['International', 'Clinton Foundation', 'false stories', 'Bill Clinton', 'Chelsea Clinton', 'Hillary Clinton']	http://reaganwasright.com/	http://reaganwasright.com/2017/11/10/breaking-british-intelligence-seizes-clinton-foundation-warehouse-400-million-in-cash/	2018/03/30
https://www.factcheck.org/2018/03/politics-roiled-by-royal-wedding-rumors/	Politics Roiled by Royal Wedding Rumors?	unverified	['International', 'false stories', 'Barack Obama', 'Donald Trump', 'Michelle Obama']	http://politicsspot.com/	http://politicsspot.com/healthcare/white-house-erupting-in-rage-after-obama-gets-invited-to-royal-wedding-trump-got-denied/	2018/03/30
https://www.factcheck.org/2018/03/no-shootings-at-march-for-our-lives/	No Shootings at ‘March for Our Lives’	false	['National', 'false stories']	http://www.sun-sentinel.com/	http://www.sun-sentinel.com/local/broward/parkland/florida-school-shooting/	2018/03/29
https://www.factcheck.org/2018/03/no-truth-in-isis-obama-speed-dial-story/	No Truth in ISIS-Obama Speed Dial Story	false	['false stories', 'ISIS', 'Barack Obama']	https://www.aljazeera.com/	https://www.aljazeera.com/topics/people/abu-bakr-al-baghdadi.html	2018/03/28
https://www.factcheck.org/2018/03/pelosi-isnt-calling-for-trumps-impeachment/	Pelosi Isn’t Calling for Trump’s Impeachment	false	['National', 'false stories', 'impeachment', 'Donald Trump', 'Nancy Pelosi']	http://thehill.com/	http://thehill.com/homenews/house/318075-pelosi-no-grounds-for-impeaching-trump	2018/03/27
https://www.factcheck.org/2018/03/female-led-company-didnt-build-collapsed-bridge/	‘Female-Led’ Company Didn’t Build Collapsed Bridge	false	['false stories']	https://web.archive.org/	https://web.archive.org/web/20180321202032/https://www.minuteman-militia.com/2018/03/19/female-led-construction-company-built-florida-bridge-collapsed/	2018/03/23
https://www.factcheck.org/2018/03/no-raid-on-obama-home/	No Raid on Obama Home	false	['Washington D.C.', 'Barack Obama']	https://web.archive.org/	https://web.archive.org/web/20180322222928/http://reaganwasright.com/2017/09/05/obama-llama-ding-dong/	2018/03/23
https://www.factcheck.org/2018/03/cyrus-didnt-say-trump-fans-destroying-career/	Cyrus Didn’t Say Trump Fans ‘Destroying’ Career	false	['false news', 'Donald Trump', 'Miley Cyrus']	https://www.billboard.com/	https://www.billboard.com/articles/news/magazine-feature/7783997/miley-cyrus-cover-story-new-music-malibu	2018/03/20
https://www.factcheck.org/2018/03/u-s-schools-already-teach-arabic-numerals/	U.S. Schools Already Teach Arabic Numerals	false	['California', 'false stories', 'Jerry Brown']	https://www.britannica.com/	https://www.britannica.com/science/numeral#ref797079	2018/03/19
https://www.factcheck.org/2018/03/coke-and-nestle-arent-buying-the-guarani-aquifer/	Coke and Nestlé Aren’t Buying The Guarani Aquifer	false	['International', 'corporations', 'false stories', 'water']	https://www.jpl.nasa.gov/	https://www.jpl.nasa.gov/news/news.php?feature=4626	2018/03/16
https://www.factcheck.org/2018/03/a-judge-hasnt-invalidated-pa-election-results/	A Judge Hasn’t Invalidated PA Election Results	false	['Pennsylvania', 'special election', 'Conor Lamb', 'Rick Saccone']	https://www.nytimes.com/	https://www.nytimes.com/2018/03/14/us/politics/pennsylvania-congressional-race-conor-lamb-trump.html	2018/03/16
https://www.factcheck.org/2018/03/no-russian-arrest-warrant-george-soros/	No Russian Arrest Warrant for George Soros	false	['International', 'false stories', 'George Soros', 'Vladimir Putin']	https://www.reuters.com/	https://www.reuters.com/article/russia-soros/russia-bans-george-soros-foundation-as-state-security-threat-idUSL1N13P22Y20151130	2018/03/14
https://www.factcheck.org/2018/03/obama-not-ordered-pay-400m-restitution/	Obama Not Ordered to Pay $400M Restitution	false	['International', 'Iran', 'Barack Obama']	http://reaganwasright.com/	http://reaganwasright.com/about/	2018/03/14
https://www.factcheck.org/2018/03/trey-gowdy-not-given-highest-security-clearance/	Trey Gowdy Not Given Highest Security Clearance	false	['Security clearance', 'Trey Gowdy']	http://thelastlineofdefense.online/	http://thelastlineofdefense.online/about/	2018/03/13
https://www.factcheck.org/2018/03/keanu-reeves-didnt-praise-trump/	Keanu Reeves Didn’t Praise Trump	false	['National', 'false stories', 'Keanu Reeves']	https://www.rollingstone.com/	https://www.rollingstone.com/movies/news/the-quiet-man-the-riddle-of-keanu-reeves-20000831	2018/03/09
https://www.factcheck.org/2018/03/california-isnt-planning-to-automatically-register-undocumented-immigrants-to-vote/	California Won’t Register ‘Illegal’ Voters	false	['Illegal immigration', 'motor voter', 'voter fraud', 'Jerry Brown']	https://www.justice.gov/	https://www.justice.gov/crt/about-national-voter-registration-act	2018/03/08
https://www.factcheck.org/2018/03/ivanka-trump-hasnt-fired/	Ivanka Trump Hasn’t Been Fired	false	['National', 'falsehoods', 'Ivanka Trump']	https://www.brookings.edu/	https://www.brookings.edu/research/why-is-trumps-staff-turnover-higher-than-the-5-most-recent-presidents/	2018/03/07
https://www.factcheck.org/2018/03/georgia-didnt-ban-muslim-culture/	Georgia Didn’t Ban Muslim Culture	false	['Georgia', 'falsehoods', 'Islam']	https://advance.lexis.com/	https://advance.lexis.com/documentpage/?pdmfid=1000516&crid=dff82bbc-1a4a-459e-9ab4-266f3465380b&nodeid=AAQAAMAADAAN&nodepath=%2FROOT%2FAAQ%2FAAQAAM%2FAAQAAMAAD%2FAAQAAMAADAAN&title=%C2%A7+16-11-38.+Wearing+mask%2C+hood%2C+or+device+which+conceals+identity+of+wearer&config=00JAA1MDBlYzczZi1lYjFlLTQxMTgtYWE3OS02YTgyOGM2NWJlMDYKAFBvZENhdGFsb2feed0oM9qoQOMCSJFX5qkd&pddocfullpath=%2Fshared%2Fdocument%2Fstatutes-legislation%2Furn%3AcontentItem%3A5NYG-GDG0-004D-83MR-00008-00&ecomp=kgc_kkk&prid=eb1e16be-02e1-43eb-a6f7-1299589d2304	2018/03/02
https://www.factcheck.org/2018/02/sandy-hook-hoax-revisited/	Sandy Hook Hoax Revisited	false	['National', 'conspiracy theories', 'school shooting']	https://www.washingtonpost.com/	https://www.washingtonpost.com/graphics/2018/national/parkland-school-shooting-victims/?utm_term=.5bd32085398d	2018/02/28
https://www.factcheck.org/2018/02/malia-obama-didnt-attack-elderly-woman/	Malia Obama Didn’t Attack Elderly Woman	false	['Malia Obama']	https://web.archive.org/	https://web.archive.org/web/20171110211745/http:/thelastlineofdefense.online/update-malia-obama-among-10-arrested-in-racist-antifa-attack/	2018/02/27
https://www.factcheck.org/2018/02/shaking-bushes-quote-trump/	Shaking the Bushes for Quote About Trump	false	['National', 'falsehoods', 'Donald Trump', 'George W. Bush']	https://www.usalifestyledream.com/	https://www.usalifestyledream.com/2018/02/26/george-w-bush-breaks-silence-incredible-statement-president-trump/	2018/02/27
https://www.factcheck.org/2018/02/phony-yearbook-photo/	Phony Yearbook Photo	false	['Florida', 'conspiracy theories', 'gun control', 'school shooting']	http://eagleeye.news/	http://eagleeye.news/news/project-aquila-launch-delayed/	2018/02/25
https://www.factcheck.org/2018/02/no-federal-ban-smoking-children-car/	No Federal Ban on Smoking in Cars with Children	false	['National', 'smoking']	https://es.amomama.com/	https://es.amomama.com/62933-smoking-cars-children-illegal-starting-j.htmlAmo	2018/02/22
https://www.factcheck.org/2018/02/no-crisis-actors-parkland-florida/	No ‘Crisis Actors’ in Parkland, Florida	false	['Florida', 'conspiracy theories', 'falsehoods', 'gun violence', 'school shooting']	http://time.com/	http://time.com/5158678/what-to-know-about-the-active-shooter-situation-at-florida-high-school/	2018/02/22
https://www.factcheck.org/2018/02/made-michelle-obama-quote/	Made-up Michelle Obama Quote	false	['National', 'falsehoods', 'gun violence', 'school shooting', 'Michelle Obama']	http://www.gunviolencearchive.org/	http://www.gunviolencearchive.org/reports/mass-shooting	2018/02/21
https://www.factcheck.org/2018/02/florida-shooter-not-registered-dem/	Florida Shooter Not Registered Dem	false	['Florida', 'gun violence', 'school shooting', 'Nikolas Jacob Cruz']	http://www.chicagotribune.com/	http://www.chicagotribune.com/news/nationworld/ct-nikolas-cruz-florida-school-shooting-20180218-story.html	2018/02/20
https://www.factcheck.org/2018/02/horner-hoax-remix/	Horner Hoax Remix	false	['National', 'falsehoods', 'Hoaxes', 'Paul Horner']			2018/02/16
https://www.factcheck.org/2018/02/philip-morris-not-selling-marijuana-cigarettes/	Philip Morris Not Selling Marijuana Cigarettes	false	['National', 'marijuana']	http://web.archive.org/	http://web.archive.org/web/20140124062854/http:/abriluno.com/phillip-morris-introduces-marlboro-marijuana-cigarettes/	2018/02/15
https://www.factcheck.org/2018/02/4-million-democratic-votes-werent-discounted/	4 Million Democratic Votes Weren’t Discounted	false	['National', 'voting']	https://www.eac.gov/	https://www.eac.gov/voting-equipment/certified-voting-systems/	2018/02/14
https://www.factcheck.org/2018/02/no-black-lives-matter-embezzlement-scandal/	No Black Lives Matter Embezzlement Scandal	false	['National', 'black lives matter', 'falsehoods']	https://www.theguardian.com/	https://www.theguardian.com/us-news/2015/feb/27/trayvon-martin-new-civil-rights-movement-grows-strength	2018/02/09
https://www.factcheck.org/2018/02/adam-schiff-george-soros-not-laws/	Adam Schiff and George Soros Not In-Laws	false	['Russia investigation', 'Adam Schiff', 'George Soros']	http://web.archive.org/	http://web.archive.org/web/20180207200315/http://50statereport.com/schiffs-hatred-for-americans-makes-sense-when-you-consider-his-sister-is-married-to-george-soros-son/	2018/02/08
https://www.factcheck.org/2018/02/pluto-not-reclassified-planet/	Pluto Not Reclassified as a Planet	false	['pluto', 'space']	https://www.iau.org/	https://www.iau.org/news/pressreleases/detail/iau0603/	2018/02/07
https://www.factcheck.org/2018/02/no-logan-act-charges-john-kerry/	No Logan Act Charges Against John Kerry	false	['National', 'fake news', 'foreign policy', 'John Kerry']	https://fas.org/	https://fas.org/sgp/crs/misc/RL33265.pdf	2018/02/02
https://www.factcheck.org/2018/01/parton-dolly-didnt-praise-trump/	Parton Me? Dolly Didn’t Praise Trump	false	['National', 'Celebrity', 'fake news', 'Dolly Parton']	https://soundcloud.com/	https://soundcloud.com/breitbart/breitbart-news-tonight-special-edition-brett-decker-january-5-2018#t=3:50	2018/01/30
https://www.factcheck.org/2018/01/teaching-islam-hasnt-banned/	Teaching About Islam Hasn’t Been Banned	false	['National', 'fake news', 'Islam', 'supreme court']	https://www.law.cornell.edu/	https://www.law.cornell.edu/supremecourt/text/374/203	2018/01/29
https://www.factcheck.org/2018/01/no-evidence-demi-moore-quote/	No Evidence of Demi Moore Quote	false	['National', 'Celebrity', 'fake news', 'Demi Moore']	https://www.poynter.org/	https://www.poynter.org/news/fake-celebrity-stories-are-still-hijacking-facebook-search-results	2018/01/26
https://www.factcheck.org/2018/01/soros-didnt-pay-shutdown-votes/	Soros Didn’t Pay for Shutdown Votes	false	['National', 'fake news', 'George Soros']	http://www.businessinsider.com/	http://www.businessinsider.com/how-did-george-soros-become-the-favorite-boogeyman-of-the-right-2017-5	2018/01/25
https://www.factcheck.org/2018/01/out-with-the-old-dixie/	Out With the ‘Old Dixie’	false	['Florida', 'fake news', 'highways', 'Barack Obama', 'Donald Trump']	http://www.mypalmbeachpost.com/	http://www.mypalmbeachpost.com/lifestyles/take-look-back-the-road-that-created-florida/GW1RlpS1FYRzlMUg1Wz1EJ/	2018/01/24
https://www.factcheck.org/2018/01/no-shutdown-shakedown/	No Shutdown Shakedown	false	['National', 'campaign contributions', 'fake news', 'government shutdown', 'Chuck Schumer', 'Paul Ryan']	https://www.congress.gov/	https://www.congress.gov/bill/114th-congress/senate-bill/2193/text	2018/01/23
https://www.factcheck.org/2018/01/fake-denzel-washington-story/	Fake Denzel Washington Story	false	['National', 'fake news', 'Barack Obama', 'Denzel Washington', 'Donald Trump']	http://www.bbc.com/	http://www.bbc.com/news/election-us-2016-37987306	2018/01/19
https://www.factcheck.org/2018/01/oprahs-2013-quote-racism-context/	Oprah’s 2013 Quote on Racism, in Context	false	['National', 'presidential campaigns', 'Oprah Winfrey']	https://www.washingtonpost.com/	https://www.washingtonpost.com/politics/talk-of-oprah-running-for-president-captivates-democrats/2018/01/08/2498180c-f4a5-11e7-b34a-b85626af34ef_story.html?tid=a_mcntx&utm_term=.d58a4a334d4c	2018/01/19
https://www.factcheck.org/2018/01/no-democratic-prostitute-ring-n-j/	No Democratic Prostitute Ring in N.J.	false	['New Jersey', 'fake news', 'Chris Christie']	https://humantraffickinghotline.org/	https://humantraffickinghotline.org/state/new-jersey	2018/01/17
https://www.factcheck.org/2018/01/bogus-claim-mosque-raid/	Bogus Claim on Mosque Raid	false	['Michigan', 'fake news', 'Islam']	https://www.usatoday.com/	https://www.usatoday.com/story/news/nation/2018/01/10/immigration-agents-descend-7-eleven-stores-17-states/1022627001/	2018/01/12
https://www.factcheck.org/2018/01/freeman-didnt-say-lock/	Freeman Didn’t Say ‘Lock Her Up’	false	['National', '2016 elections', 'fake news', 'Hillary Clinton', 'Morgan Freeman']	http://www.cnn.com/	http://www.cnn.com/2016/02/19/politics/morgan-freeman-hillary-clinton-ad/index.html	2018/01/11
https://www.factcheck.org/2018/01/bogus-black-lives-matter-stories-wont-die/	Bogus Black Lives Matter Stories Won’t Die	false	['National', 'black lives matter', 'fake news']	https://web.archive.org/	https://web.archive.org/web/20160222182301/empireherald.com/man-arrested-after-police-find-19-white-female-bodies-in-freezers-with-black-lives-matter-carved-into-skin/	2018/01/10
https://www.factcheck.org/2018/01/no-cash-no-corpses-made-mayor/	No Cash, No Corpses for Made-up Mayor	false	['Missouri', 'fake news']	https://factfinder.census.gov/	https://factfinder.census.gov/bkmk/table/1.0/en/DEC/10_SF1/GCTPH1.ST10/0400000US29	2018/01/04
https://www.factcheck.org/2018/01/muslims-arent-banned-government/	Muslims Aren’t Banned From Government	false	['National', 'Islam', 'sharia law', 'supreme court']	https://www.archives.gov/	https://www.archives.gov/founding-docs/bill-of-rights-transcript#toc-amendment-i	2018/01/03
https://www.factcheck.org/2017/12/train-crash-claims-off-rails/	Train Crash Claims Are Off The Rails	false	[]	https://youtu.be/	https://youtu.be/oO-YUNpkRG0?t=1m34s	2017/12/21
https://www.factcheck.org/2017/12/claims-alabama-voter-fraud/	More Claims of Alabama Voter Fraud	unverified	[]	https://youtu.be/	https://youtu.be/8I_NkJ8VTEI?t=30s	2017/12/19
https://www.factcheck.org/2017/12/phony-pelosi-harassment-story/	Phony Pelosi Harassment Story	false	[]	https://www.axios.com/	https://www.axios.com/schumer-calls-cops-after-forged-sex-scandal-charge-2517019807.html	2017/12/18
https://www.factcheck.org/2017/12/fake-report-voter-fraud-alabama/	Fake Report of Voter Fraud in Alabama	false	[]	http://www.al.com/	http://www.al.com/news/index.ssf/2017/12/doug_jones_elected_alabama_sen.html#incart_maj-story-1	2017/12/14
https://www.factcheck.org/2017/12/false-stories-roy-moore-accusers/	False Stories About Roy Moore Accusers	false	[]	https://www.washingtonpost.com/	https://www.washingtonpost.com/investigations/woman-says-roy-moore-initiated-sexual-encounter-when-she-was-14-he-was-32/2017/11/09/1f495878-c293-11e7-afe9-4f60b5a6c4a0_story.html?utm_term=.29698967aa00	2017/12/11
https://www.factcheck.org/2017/12/kevin-bacon-isnt-trump-supporter/	Kevin Bacon Isn’t a Trump Supporter	false	['National', 'campaign 2016', 'fake news', 'Donald Trump', 'Kevin Bacon']	http://theconservativeonline.info/	http://theconservativeonline.info/kevin-bacon-we-are-blessed-to-have-donald-trump-as-our-president-he-is-the-only-one-who-can	2017/12/08
https://www.factcheck.org/2017/12/sham-sharia-stories/	Sham Sharia Stories	false	['National', 'courts', 'Islam', 'Sharia']	https://web.archive.org/	https://web.archive.org/web/20171204205151/http://reaganwasright.com/2017/11/28/9th-circuit-court-betrays-america-sharia-law-now-legal-in-all-50-states/	2017/12/06
https://www.factcheck.org/2017/12/false-caption-dead-elephant-photo/	False Caption on Dead Elephant Photo	false	['International', 'National', 'Trophy hunting', 'Ryan Zinke']	https://web.archive.org/	https://web.archive.org/web/20151014003241/https://news.yahoo.com/man-accused-african-lion-death-convicted-08-bear-173159373.html	2017/12/04
https://www.factcheck.org/2017/11/no-child-euthanasia-canada/	No Child Euthanasia in Canada	false	['Canada', 'assisted suicide', 'Physician-assisted death']	http://laws-lois.justice.gc.ca/	http://laws-lois.justice.gc.ca/PDF/2016_3.pdf	2017/11/29
https://www.factcheck.org/2017/11/debunking-false-vaccine-claim/	Debunking False Vaccine Claim	false	['National', 'autism', 'conspiracy theories', 'fake news', 'vaccines']	https://www.fda.gov/	https://www.fda.gov/BiologicsBloodVaccines/ResourcesforYou/Consumers/ucm345587.htm	2017/11/22
https://www.factcheck.org/2017/11/trump-didnt-cut-canine-program/	Trump Didn’t Cut Canine Program	false	['National', 'PTSD', 'veterans', 'Veterans Affairs', 'Donald Trump']	https://first.thepoliticalvoice.com/	https://first.thepoliticalvoice.com/healthcare/trump-abruptly-kills-dogs-for-wounded-warriors-program-leaving-vets-high-and-dry-on-veterans-day/	2017/11/16
https://www.factcheck.org/2017/11/hoboken-christmas-hoax/	Hoboken Christmas Hoax	false	['New Jersey', 'Christmas', 'fake news', 'Islam', 'Ravinder Bhalla']	https://www.nytimes.com/	https://www.nytimes.com/2017/11/08/nyregion/hoboken-sikh-mayor-ravi-bhalla.html	2017/11/14
https://www.factcheck.org/2017/11/bench-warrant-story-supreme-fiction/	Bench Warrant Story Is Supreme Fiction	false	['National', 'fake news', 'supreme court', 'Barack Obama']	https://www.supremecourt.gov/	https://www.supremecourt.gov/orders/17grantednotedlist.pdf	2017/11/10
https://www.factcheck.org/2017/11/texas-shooting-unrelated-antifa/	Texas Shooting Unrelated to Antifa	false	['Texas', 'Antifa', 'Guns', 'Devin Patrick Kelley']			2017/11/08
https://www.factcheck.org/2017/11/no-muslim-child-marriage-montana/	No Muslim Child Marriage in Montana	false	['Montana', 'fake news', 'Islam']	http://apps.frontline.org/	http://apps.frontline.org/child-marriage-by-the-numbers/	2017/11/06
https://www.factcheck.org/2017/11/blackout-ham-radio-drill/	Blackout or Ham Radio Drill?	false	['National', 'Antifa', 'conspiracy theories', 'fake news']	https://www.vice.com/	https://www.vice.com/en_us/article/evbpkn/twitter-suspended-me-for-trolling-white-supremacists	2017/11/02
